"DOI","Title","Abstract","Journal","Authors","Keywords","Institute of Origin","Funding","Enrichment Status"
"10.1039/D2SC04306H","Data-driven discovery of molecular photoswitches with multioutput Gaussian processes","N/A","N/A","Ryan‐Rhys Griffiths, Jake L. Greenfield, Aditya R. Thawani, Arian R. Jamasb, Henry B. Moss, Anthony Bourached, P. Simon Jones, William McCorkindale, Alexander A. Aldrick, Matthew J. Fuchter, Alpha A. Lee","","","N/A","Success"
"10.1039/D4SC01337A","Triboelectric Behaviour of Selected Zeolitic-Imidazolate Frameworks: Exploring Chemical, Morphological and Topological Influences","N/A","N/A","Benjamin Slater, Jin‐Chong Tan","","","N/A","Success"
"10.1039/D1SC03628A","Discovery of SARS-CoV-2 Mpro peptide inhibitors from modelling substrate and ligand binding","N/A","N/A","H. T. Henry Chan, Marc A. Moesser, Rebecca K. Walters, Tika R. Malla, Rebecca M. Twidale, Tobias John, Helen M. Deeks, Tristan Johnston-Wood, Victor A. Mikhailov, Richard B. Sessions, William Harbutt Dawson, E. Salah, Petra Lukacik, Claire Strain‐Damerell, David Owen, Takahito Nakajima, Katarzyna Świderek, Alessio Lodola, Vicent Moliner, David R. Glowacki, James Spencer, Martin Walsh, Christopher J. Schofield, Luigi Genovese, Deborah K. Shoemark, Adrian J. Mulholland, Fernanda Duarte, Garrett M. Morris","","","N/A","Success"
"10.1039/D4SC03005B","δ-Bonding modulates the electronic structure of formally divalent nd1 rare earth arene complexes","Metal–arene contacts in divalent rare earth complexes can give rise formal 4fn d(x2−y2) valence electron configurations where metal–arene δ-bonding modulates the electronic structure. Rare earth ions without d-contribution (i.e. fn+1) are unaffected.","Chemical Science","Ross E. MacKenzie, Tomáš Hajdu, John A. Seed, George F. S. Whitehead, Ralph W. Adams, Nicholas F. Chilton, David Collison, Eric J. L. McInnes, Conrad A. P. Goodwin","","N/A","N/A","Already Complete"
"10.1039/D2SC03760B","Rational designviadual-site aliovalent substitution leads to an outstanding IR nonlinear optical material with well-balanced comprehensive properties","N/A","N/A","Hedi Yang, Chaozhi Ma, Shenghua Zhou, Xin‐Tao Wu, Hua Lin, Qi‐Long Zhu","","","N/A","Success"
"10.1039/D0SC02351E","On the electronic structure and hydrogen evolution reaction activity of platinum group metal-based high-entropy-alloy nanoparticles","N/A","N/A","Dongshuang Wu, Kohei Kusada, Tomokazu Yamamoto, Takaaki Toriyama, Syo Matsumura, Ibrahima Gueye, Okkyun Seo, Jaemyung Kim, Satoshi Hiroi, Osami Sakata, Shogo Kawaguchi, Yoshiki Kubota, Hiroshi Kitagawa","","","N/A","Success"
"10.1039/D3SC04006B","Realizing long range π-conjugation in phenanthrene and phenanthrene-based molecular crystals for anomalous piezoluminescence","N/A","N/A","Tongge Xu, Xiu Yin, Chunguang Zhai, Duan P. Chen, Xiaoying Yang, Shuhe Hu, Kuo Hu, Yuchen Shang, Jiajun Dong, Zhen Yao, Quanjun Li, Peng Wang, Ran Liu, Mingguang Yao, Bingbing Liu","","","N/A","Success"
"10.1039/D3SC02140H","A highly sensitive nanochannel device for the detection of SUMO1 peptides","N/A","N/A","Qin Yue, Xiaoyu Zhang, Yanling Song, Bowen Zhong, Shengzhong Liu, Dongdong Wang, Yahui Zhang, Wenqi Lü, Xinjia Zhao, Zhiqi Jia, Minmin Li, Lihua Zhang, Guangyan Qing","","","N/A","Success"
"10.1039/D3SC06534K","Busting the Myth of Spontaneous Formation of H2O2 at the Air–Water Interface: Contributions of the Liquid–Solid Interface and Dissolved Oxygen Exposed","N/A","N/A","Muzzamil Ahmad Eatoo, Himanshu Mishra","","","N/A","Success"
"10.1039/D2SC01729F","Towards the rational design of Pt-based alloy catalysts for the low-temperature water-gas shift reaction: from extended surfaces to single atom alloys","N/A","N/A","Yuqi Yang, Tonghao Shen, Xin Xu","","","N/A","Success"
"10.1039/D1SC00943E","Photoactive electron donor–acceptor complex platform for Ni-mediated C(sp3)–C(sp2) bond formation","N/A","N/A","Lisa Marie Kammer, Shorouk O. Badir, Ren‐Ming Hu, Gary A. Molander","","","N/A","Success"
"10.1039/D1SC00542A","Strategic engineering of alkyl spacer length for a pH-tolerant lysosome marker and dual organelle localization","N/A","N/A","Suprakash Biswas, Tanoy Dutta, Akshay Silswal, Rohit Bhowal, Deepak Chopra, Apurba Lal Koner","","","N/A","Success"
"10.1039/D3SC01425H","A pillar[5]arene noncovalent assembly boosts a full-color lanthanide supramolecular light switch","N/A","N/A","Wenting Zhou, Xianyin Dai, Wenjing Lin, Yong Chen, Yu Liu","","","N/A","Success"
"10.1039/D4SC02696A","Synthesis of Alcohols: Streamlined C1 to Cn Hydroxyalkylation through Photoredox Catalysis","N/A","N/A","F Pasca, Yuri Gelato, Michael Andresini, Giuseppe Romanazzi, Leonardo Degennaro, Marco Colella, Renzo Luisi","","","N/A","Success"
"10.1039/D4SC00023D","Electronic isomerism in a heterometallic nickel–iron–sulfur cluster models substrate binding and cyanide inhibition of carbon monoxide dehydrogenase","N/A","N/A","Luke C. Lewis, José A. Sanabria-Gracia, Yuri Lee, Adam J. Jenkins, Hannah S. Shafaat","","","N/A","Success"
"10.1039/D2SC00952H","CPL on/off control of an assembled system by water soluble macrocyclic chiral sources with planar chirality","N/A","N/A","Shixin Fa, Takuya Tomita, Keisuke Wada, Kazuma Yasuhara, Shunsuke Ohtani, Kenichi Kato, Masayuki Gon, Kazuo Tanaka, Takahiro Kakuta, Toshio Yamagishi, Tomoki Ogoshi","","","N/A","Success"
"10.1039/D1SC06785K","Linker engineering in metal–organic frameworks for dark photocatalysis","N/A","N/A","Yating Pan, Jingxue Wang, Shengyi Chen, Weijie Yang, Chunmei Ding, Amir Waseem, Hai‐Long Jiang","","","N/A","Success"
"10.1039/D4SC00851K","Macrophage-Engaging Peptidic Bispecific Antibody (pBsAb) for Immunotherapy via Facile Bioconjugation Strategy","N/A","N/A","Chihao Shao, Bo Tang, Jacky C. H. Chu, Kwai Man Lau, Wai‐Ting Wong, Chi‐Ming Che, William Tai, Wing‐Tak Wong, Clarence T. T. Wong","","","N/A","Success"
"10.1039/D3SC02205F","Core–shell silica@CuxZnAl LDH catalysts for efficient CO2 hydrogenation to methanol","N/A","N/A","Meng Lyu, Jianwei Zheng, Claire T. Coulthard, Jing Ren, Yufei Zhao, Shik Chi Edman Tsang, Chunping Chen, Dermot O’Hare","","","N/A","Success"
"10.1039/D1SC03076K","Synthesis and enantioseparation of chiral Au13 nanoclusters protected by bis-N-heterocyclic carbene ligands","N/A","N/A","Hong Yi, Kimberly M. Osten, Tetyana I. Levchenko, Alex J. Veinot, Yoshitaka Aramaki, Takashi Ooi, Masakazu Nambo, Cathleen M. Crudden","","","N/A","Success"
"10.1039/D2SC00630H","Unraveling differences in aluminyl and carbene coordination chemistry: bonding in gold complexes and reactivity with carbon dioxide","N/A","N/A","Diego Sorbelli, Leonardo Belpassi, Paola Belanzoni","","","N/A","Success"
"10.1039/D2SC05418C","Deconvoluting binding sites in amyloid nanofibrils using time-resolved spectroscopy","N/A","N/A","Bo Jiang, Utana Umezaki, Andrea Augustine, Vindi M. Jayasinghe‐Arachchige, Leonardo F. Serafim, Zhi Mei Sonia He, Kevin M. Wyss, Rajeev Prabhakar, Angel A. Martı́","","","N/A","Success"
"10.1039/D1SC02095A","Chiral polymer hosts for circularly polarized electroluminescence devices","N/A","N/A","Jayeon Hong, Sangsub Kim, Gyurim Park, Yongmoon Lee, Hyungchae Kim, Sungjin Kim, Tae‐Woo Lee, Changsoon Kim, Youngmin You","","","N/A","Success"
"10.1039/D3SC00772C","A modular aldol approach for internal fluorescent molecular rotor chalcone surrogates for DNA biosensing applications","N/A","N/A","Ryan E. Johnson, Makay T. Murray, Lucas J. Bycraft, Stacey D. Wetmore, Richard A. Manderville","","","N/A","Success"
"10.1039/D4SC03977G","Dinitrogen Reduction Chemistry with Scandium Provides a Complex with Two Side-on (N=N)2− Ligands Bound to One Metal: (C5Me5)Sc[(µ-η2:η2-N2)Sc(C5Me5)2]2","N/A","N/A","Joshua D. Queen, Ahmadreza Rajabi, Quinn E. Goudzwaard, Qiong Yuan, Dang Khoa Nguyen, Joseph W. Ziller, Filipp Furche, Zhenfeng Xi, William J. Evans","","","N/A","Success"
"10.1039/D1SC05379E","Porphyrin-based donor–acceptor COFs as efficient and reusable photocatalysts for PET-RAFT polymerization under broad spectrum excitation","N/A","N/A","Yifan Zhu, Dongyang Zhu, Yu Chen, Qianqian Yan, Chun-Yen Liu, Kexin Ling, Yifeng Liu, Dong‐Joo Lee, Xiaowei Wu, Thomas P. Senftle, Rafael Verduzco","","","N/A","Success"
"10.1039/D0SC04851H","Thermo- and light-triggered reversible interconversion of dysprosium–anthracene complexes and their responsive optical, magnetic and dielectric properties","N/A","N/A","Xin‐Da Huang, Ge‐Hua Wen, Song‐Song Bao, Jia‐Ge Jia, Li‐Min Zheng","","","N/A","Success"
"10.1039/D0SC04237D","Coligand role in the NHC nickel catalyzed C–F bond activation: investigations on the insertion of bis(NHC) nickel into the C–F bond of hexafluorobenzene","N/A","N/A","Maximilian W. Kuntze‐Fechner, Hendrik Verplancke, Lukas Tendera, Martin Diefenbach, Ivo Krummenacher, Holger Braunschweig, Todd B. Marder, Max C. Holthausen, Udo Radius","","","N/A","Success"
"10.1039/D2SC04251G","OSCAR: an extensive repository of chemically and functionally diverse organocatalysts","N/A","N/A","Simone Gallarati, Puck van Gerwen, Rubén Laplaza, Sergi Vela, Alberto Fabrizio, Clémence Corminbœuf","","","N/A","Success"
"10.1039/D2SC00174H","A reactivity model for oxidative addition to palladium enables quantitative predictions for catalytic cross-coupling reactions","N/A","N/A","Jingru Lu, Sofia Donnecke, Irina Paci, David C. Leitch","","","N/A","Success"
"10.1039/D4SC04228J","Low thermal quenching of metal halide-based metal–organic framework phosphor for light-emitting diodes","N/A","N/A","Xiao‐Gang Yang, Ying‐Jun Chen, Pei-Pei Yin, Yan Li, Su Hua Yang, Y. Li, Lu‐Fang Ma","","","N/A","Success"
"10.1039/D3SC01896B","Photochemically controlled activation of STING by CAIX-targeting photocaged agonists to suppress tumor cell growth","N/A","N/A","Chunyong Ding, Mingde Du, Zhihua Xiong, Xue Wang, Hongji Li, Ende He, Li Han, Yijing Dang, Qing Lü, S. Li, Ruoxuan Xiao, Zhiai Xu, Lili Jing, Liufu Deng, Xiyuan Wang, Meiyu Geng, Zuoquan Xie, Ao Zhang","","","N/A","Success"
"10.1039/D1SC06412F","A carbonyl-rich covalent organic framework as a high-performance cathode material for aqueous rechargeable zinc-ion batteries","N/A","N/A","Dingxuan Ma, Huimin Zhao, Fan Cao, Huihui Zhao, Jixin Li, Lei Wang, Kang Liu","","","N/A","Success"
"10.1039/D2SC00297C","Hydridotetrylene [Ar*EH] (E = Ge, Sn, Pb) coordination at tantalum, tungsten, and zirconium","N/A","N/A","Max Widemann, Sebastian Jeggle, Maximilian Auer, Klaus Eichele, Hartmut Schubert, Christian P. Sindlinger, Lars Wesemann","","","N/A","Success"
"10.1039/D0SC01379J","Conformational design concepts for anions in ionic liquids","N/A","N/A","Frederik Philippi, David Pugh, Daniel Rauber, Tom Welton, Patricia A. Hunt","","","N/A","Success"
"10.1039/D1SC06513K","Enhanced N-directed electrophilic C–H borylation generates BN–[5]- and [6]helicenes with improved photophysical properties","N/A","N/A","Kang Yuan, Daniel Volland, Sven Kirschner, Marina Uzelac, Gary S. Nichol, Agnieszka Nowak‐Król, Michael J. Ingleson","","","N/A","Success"
"10.1039/D1SC06413D","Helicity-driven chiral self-sorting supramolecular polymerization with Ag+: right- and left-helical aggregates","N/A","N/A","Mirae Ok, Ka Young Kim, Heekyoung Choi, S.C. Kim, Shim Sung Lee, Jaeheung Cho, Sung Ho Jung, Jong Hwa Jung","","","N/A","Success"
"10.1039/D3SC04185A","PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences","N/A","N/A","Martin Buttenschoen, Garrett M. Morris, Charlotte M. Deane","","","N/A","Success"
"10.1039/D0SC05128D","One-pot thiol–amine bioconjugation to maleimides: simultaneous stabilisation and dual functionalisation","N/A","N/A","Archie Wall, Alfie Wills, Nafsika Forte, Calise Bahou, Lisa Bonin, Karl Nicholls, Michelle Ma, Vijay Chudasama, James R. Baker","","","N/A","Success"
"10.1039/D1SC05484H","HSA-Lys-161 covalent bound fluorescent dye for in vivo blood drug dynamic imaging and tumor mapping","N/A","N/A","Yongkang Yue, Tingting Zhao, Yuting Wang, Kaiqing Ma, Xingkang Wu, Fangjun Huo, Fangqin Cheng, Caixia Yin","","","N/A","Success"
"10.1039/D1SC01882E","Diverse protein manipulations with genetically encoded glutamic acid benzyl ester","N/A","N/A","Xiaochen Yang, Hui Miao, R. Xiao, Luyao Wang, Yan Zhao, Qifan Wu, Yan‐Li Ji, Juanjuan Du, Hongqiang Qin, Weimin Xuan","","","N/A","Success"
"10.1039/D0SC02152K","In situ K-edge X-ray absorption spectroscopy of the ligand environment of single-site Au/C catalysts during acetylene hydrochlorination","N/A","N/A","Grazia Malta, Simon A. Kondrat, Simon J. Freakley, David Morgan, Emma K. Gibson, Peter P. Wells, Matteo Aramini, Diego Gianolio, Paul Thompson, Peter Johnston, Graham J. Hutchings","","","N/A","Success"
"10.1039/D3SC01495A","Bidirectional photoswitchability in an iron(iii) spin crossover complex: symmetry-breaking and solvent effects","N/A","N/A","Raúl Díaz‐Torres, Guillaume Chastanet, Éric Collet, L. Toupet, Phimphaka Harding, David J. Harding","","","N/A","Success"
"10.1039/D2SC06432D","Redox tuning of the H-cluster by second coordination sphere amino acids in the sensory [FeFe] hydrogenase from Thermotoga maritima","N/A","N/A","Nipa Chongdar, Patricia Rodríguez‐Maciá, Edward J. Reijerse, Wolfgang Lubitz, Hideaki Ogata, James A. Birrell","","","N/A","Success"
"10.1039/D3SC01303K","Continuous flow synthesis of pyridinium salts accelerated by multi-objective Bayesian optimization with active learning","N/A","N/A","John H. Dunlap, Jeffrey G. Ethier, Amelia A. Putnam‐Neeb, Sanjay Iyer, Shao‐Xiong Lennon Luo, Haosheng Feng, José Antonio Garrido Torres, Abigail G. Doyle, Timothy M. Swager, Richard A. Vaia, Peter A. Mirau, Christopher A. Crouse, Luke A. Baldwin","","","N/A","Success"
"10.1039/D4SC00094C","Structure-Aware Dual-Target Drug Design through Collaborative Learning of Pharmacophore Combination and Molecular Simulation","N/A","N/A","Sheng Chen, Junjie Xie, Renlong Ye, David Xu, Yuedong Yang","","","N/A","Success"
"10.1039/D0SC06113A","Amplified detection of nucleic acids and proteins using an isothermal proximity CRISPR Cas12a assay","N/A","N/A","Yongya Li, Hayam Mansour, Colton J. F. Watson, Yanan Tang, Adam J. MacNeil, Feng Li","","","N/A","Success"
"10.1039/D3SC06133G","Streamlining the Automated Discovery of Porous Organic Cages","N/A","N/A","Annabel R. Basford, Steven Bennett, Muye Xiao, Lukas Turcani, Jasmine Allen, Kim E. Jelfs, Rebecca L. Greenaway","","","N/A","Success"
"10.1039/D0SC03216F","Synthetic methodology towards allylictrans-cyclooctene-ethers enables modification of carbohydrates: bioorthogonal manipulation of thelacrepressor","N/A","N/A","Mark A. R. de Geus, G. J. Mirjam Groenewold, Elmer Maurits, Can Araman, Sander I. van Kasteren","","","N/A","Success"
"10.1039/D2SC05521J","Alkylboronic acids as alkylating agents: photoredox-catalyzed alkylation reactions assisted by K3PO4","N/A","N/A","Fuyang Yue, Henan Ma, Hongjian Song, Yuxiu Liu, Jianyang Dong, Qingmin Wang","","","N/A","Success"
"10.1039/D2SC00326K","A two-photon ratiometric fluorescent probe for real-time imaging and quantification of NO in neural stem cells during activation regulation","N/A","N/A","Mengyu Liang, Zhichao Liu, Zhonghui Zhang, Yuxiao Mei, Yang Tian","","","N/A","Success"
"10.1039/D3SC01498C","Catalytic asymmetric defluorinative allylation of silyl enol ethers","N/A","N/A","Jordi Duran, Javier Mateos, Albert Moyano, Xavier Companyó","","","N/A","Success"
"10.1039/D1SC01345A","Room-temperature ferroelectric and ferroelastic orders coexisting in a new tetrafluoroborate-based perovskite","N/A","N/A","Xiao‐Xian Chen, Xiaoyue Zhang, De‐Xuan Liu, Rui‐Kang Huang, Li Wang, Li-Qun Xiong, Wei‐Xiong Zhang, Xiao‐Ming Chen","","","N/A","Success"
"10.1039/D0SC06379G","Desymmetrised pentaporphyrinic gears mounted on metallo-organic anchors","N/A","N/A","Seifallah Abid, Yohan Gisbert, Mitsuru Kojima, Nathalie Saffon‐Merceron, Jérôme Cuny, Claire Kammerer, Gwénaël Rapenne","","","N/A","Success"
"10.1039/D2SC04982A","Carrier gas triggered controlled biolistic delivery of DNA and protein therapeutics from metal–organic frameworks","N/A","N/A","Yalini H. Wijesundara, Fabian C. Herbert, Orikeda Trashi, Ikeda Trashi, Olivia R. Brohlin, Sneha Kumari, Thomas S. Howlett, Candace Benjamin, Arezoo Shahrivarkevishahi, Shashini D. Diwakara, Sachini D. Perera, Samuel A. Cornelius, Juan P. Vizuet, Kenneth J. Balkus, Ronald A. Smaldone, Nicole J. De Nisco, Jeremiah J. Gassensmith","","","N/A","Success"
"10.1039/D1SC04143F","A flavin-inspired covalent organic framework for photocatalytic alcohol oxidation","N/A","N/A","Stefan Trenker, Lars Grunenberg, Tanmay Banerjee, Gökçen Savaşçı, Laura M. Poller, Katharina Muggli, Frederik Haase, Christian Ochsenfeld, Bettina V. Lotsch","","","N/A","Success"
"10.1039/D2SC05468J","Mechanochemical protocol facilitates the generation of arylmanganese nucleophiles from unactivated manganese metal","N/A","N/A","Rina Takahashi, Pan Gao, Koji Kubota, Hajime Ito","","","N/A","Success"
"10.1039/D2SC04387D","Excimer evolution hampers symmetry-broken charge-separated states","N/A","N/A","Ebin Sebastian, Jeswin Sunny, Mahesh Hariharan","","","N/A","Success"
"10.1039/D2SC01637K","Directed evolution of a cyclodipeptide synthase with new activities via label-free mass spectrometric screening","N/A","N/A","Qian Zhang, Jing Zhu, Shuai Fan, Wenhao Xie, Zhaoyong Yang, Tong Si","","","N/A","Success"
"10.1039/D3SC02001K","Scrutinizing formally NiIVcenters through the lenses of core spectroscopy, molecular orbital theory, and valence bond theory","N/A","N/A","Ida M. DiMucci, Charles J. Titus, Dennis Nordlund, James R. Bour, Eugene Chong, Dylan P. Grigas, Chi‐Herng Hu, Mikhail D. Kosobokov, Caleb D. Martin, Liviu M. Mirica, Noel Nebra, David A. Vicic, Lydia L. Yorks, Sam Yruegas, Samantha N. MacMillan, Jason Shearer, Kyle M. Lancaster","","","N/A","Success"
